"Goods Shipped","Gross Weight (t)"
"Difenoconazole","72.85"
"Paraquat (Metyl Viologen)","103.76"
"Cyproconazole","7.11"
"Paraquat (Metyl Viologen)","88.26"
"Paraquat (Metyl Viologen)","103.64"
"Paraquat (Metyl Viologen)","97.71"
"Cyproconazole","35.63"
"Diquat","100.09"
"Metolachlor","74.76"
"Diquat","49.99"
"Paraquat (Metyl Viologen)","100.12"
"Diquat","100"
"Diquat","100.11"
"Paraquat (Metyl Viologen)","57.12"
"Paraquat (Metyl Viologen)","57.12"
"Paraquat (Metyl Viologen)","57.12"
"Trifloxysulfuron ","1.18"
"Thiamethoxam","11.95"
"Thiamethoxam","11.97"
"Trifloxysulfuron ","1.18"
"Thiamethoxam","120.01"
"Thiamethoxam","11.96"
"Thiamethoxam","11.98"
"Thiamethoxam","11.98"
"Abamectin","24.48"
"Emamectin benzoate","70.91"
"Emamectin benzoate","47.28"
"Thiamethoxam","119.37"
"Thiamethoxam","11.98"
"Thiamethoxam","60.05"
"Trifloxysulfuron ","1.18"
"Mesotrione","17.6"
"Glyphosate","192.84"
"Glyphosate","192.84"
"Glyphosate","192.84"
"Paraquat (Metyl Viologen)","112.12"
"Paraquat (Metyl Viologen)","66.96"
"Glyphosate","192.72"
"Paraquat (Metyl Viologen)","112.12"
"Tri-iso-octyl Phosphate（TOP）","100"
"Metolachlor","50.02"
"Glyphosate","192.72"
"Benzovindiflupyr ","4.45"
"Lufenuron","31.22"
"Cyproconazole","3.2"
"Cyproconazole","42.74"
"Glyphosate","192.72"
"Glyphosate","96.36"
"Azoxystrobin","15.79"
"Cyproconazole","7.12"
"Ametryn","154.98"
"Cyhalothrin","47.2"
"Glyphosate","192.72"
"Azoxystrobin","15.79"
"Metolachlor","100.04"
"Cyproconazole","21.32"
"Metolachlor","100.04"
"Cyhalothrin","45.65"
"Paraquat (Metyl Viologen)","112.06"
"Dimethoate","22"
"Paraquat (Metyl Viologen)","112.06"
"Thiamethoxam","11.98"
"Emamectin benzoate","67"
"Thiamethoxam","11.94"
"Thiamethoxam","11.97"
"Thiamethoxam","11.98"
"Simazine","159.19"
"Thiamethoxam","119.53"
"Thiamethoxam","119.27"
"Thiamethoxam","120.04"
"Simazine","139.29"
"Fomesafen","38.8"
"Atrazine","181.08"
"Mesotrione","17.6"
"Fomesafen","38.8"
"Diafenthiuron","10.07"
"Mesotrione","17.6"
"Brodifacoum","0.46"
"Paraquat (Metyl Viologen)","103.3"
"Cyhalothrin","20.9"
"Paraquat (Metyl Viologen)","85.04"
"Paraquat (Metyl Viologen)","86.19"
"Diquat","99.94"
"Diquat","100.03"
"Diquat","24.98"
"Diquat","100.09"
"Paraquat (Metyl Viologen)","98.69"
"Azoxystrobin","22.86"
"Cyproconazole","23.32"
"Diquat","99.97"
"Azoxystrobin","22.88"
"Paraquat (Metyl Viologen)","72.85"
"Diquat","100.02"
"Glyphosate","192.72"
"Glyphosate","64.24"
"Glyphosate","192.72"
"Glyphosate","192.72"
"Glyphosate","192.72"
"Cyhalothrin","97.47"
"Cyhalothrin","73.11"
"Thiamethoxam","49.2"
"Cyhalothrin","97.46"
"Tetrahydrofurfuryl alcohol","140.5"
"Indoxacarb","1.86"
"Thiamethoxam","8.12"
"Azoxystrobin","130.65"
"Emamectin benzoate","33.5"
"Atrazine","181.08"
"Azoxystrobin","31.46"
"Diafenthiuron","20.14"
"Atrazine","181.08"
"Azoxystrobin","11.67"
"Azoxystrobin","31.59"
"Atrazine","181.08"
"Chlorothalonil","95.76"
"Cyproconazole","68.52"
"Azoxystrobin","15.73"
"Azoxystrobin","15.77"
"Azoxystrobin","15.77"
"Cyproconazole","22.88"
"Chlorothalonil","95.76"
"Chlorothalonil","95.76"
"Tri-iso-octyl Phosphate（TOP）","100"
"Tri-iso-octyl Phosphate（TOP）","100"
"Glyphosate","128.48"
"Glyphosate","192.72"
"Tri-iso-octyl Phosphate（TOP）","100"
"Glyphosate","192.72"
"Glyphosate","192.72"
"Glyphosate","192.72"
"Tri-iso-octyl Phosphate（TOP）","100"
"DPGDB","64.53"
"DPGDB","64.59"
"Glyphosate","192.84"
"Glyphosate","192.84"
"Mesotrione","17.6"
"Mesotrione","17.6"
"Tri-iso-octyl Phosphate（TOP）","100"
"Glyphosate","192.84"
"Tri-iso-octyl Phosphate（TOP）","60"
"Glyphosate","192.84"
"Paraquat (Metyl Viologen)","103.1"
"Cyproconazole","7.13"
"Diquat","99.91"
"Paraquat (Metyl Viologen)","99.91"
"Difenoconazole","72.85"
"Cyhalothrin","49.26"
"Chlorantraniliprole","97.41"
"Cyproconazole","22.91"
"Diquat","75.06"
"Diquat","99.9"
"Cyproconazole","68.57"
"Propiconazole","27.55"
"Diquat","99.91"
"Paraquat (Metyl Viologen)","101.02"
"Diquat","24.99"
"Paraquat (Metyl Viologen)","100.89"
"Cyhalothrin","24.18"
"Fomesafen","19.4"
"Fomesafen","77.6"
"Tetrahydrofurfuryl alcohol","139.37"
"Clariva","2.21"
"Cyproconazole","115.04"
"Cyproconazole","22.81"
"Benzovindiflupyr ","100.41"
"Cyproconazole","114.64"
"Azoxystrobin","15.83"
"Atrazine","54.32"
"Chlorothalonil","27.36"
"Atrazine","181.08"
"Atrazine","181.08"
"Atrazine","181.08"
"Chlorothalonil","95.76"
"Diafenthiuron","10.07"
"Diafenthiuron","20.14"
"Atrazine","181.08"
"Diafenthiuron","20.14"
"Film","0.54"
"Atrazine","181.08"
"Emamectin benzoate","70.91"
"Thiamethoxam","12.04"
"Thiamethoxam","11.97"
"Thiamethoxam","12.05"
"Thiamethoxam","119.98"
"Thiamethoxam","99.79"
"Thiamethoxam","12.05"
"Thiamethoxam","12.04"
"Emamectin benzoate","47.28"
"Thiamethoxam","12.01"
"Emamectin benzoate","50.25"
"Cyhalothrin","20.21"
"DPGDB","64.35"
"Cyprodinil","3.02"
"DPGDB","21.53"
"DPGDB","64.29"
"Paraquat (Metyl Viologen)","102.33"
"Diquat","99.98"
"Cyhalothrin","48.4"
"Cyhalothrin","49.2"
"Paraquat (Metyl Viologen)","103.47"
"Paraquat (Metyl Viologen)","103.53"
"Diquat","25.04"
"Diquat","100.26"
"Chlorantraniliprole","97.48"
"Ametryn","154.98"
"Paraquat (Metyl Viologen)","103.61"
"Cyhalothrin","49.04"
"Lufenuron","41.63"
"Diquat","25.03"
"Diquat","100.22"
"Paraquat (Metyl Viologen)","102.61"
"Paraquat (Metyl Viologen)","94.07"
"Paraquat (Metyl Viologen)","103.57"
"Paraquat (Metyl Viologen)","103.41"
"Difenoconazole","72.85"
"Diquat","100.06"
"Cyhalothrin","48.22"
"Cyhalothrin","49.1"
"Pirimiphos-methyl","12.59"
"Cyproconazole","22.39"
"Azoxystrobin","58.33"
"Cyproconazole","114.76"
"Thiamethoxam","12.3"
"Benzovindiflupyr ","106.13"
"Cyhalothrin","48.48"
"Cyproconazole","23.13"
"Cyproconazole","113.71"
"Tetrahydrofurfuryl alcohol","119.46"
"Diquat","25.05"
"Metolachlor","99.83"
"Thiamethoxam","120.4"
"Metolachlor","100.12"
"Diquat","99.9"
"Cyhalothrin","48.88"
"Paraquat (Metyl Viologen)","103.58"
"Diquat","100.15"
"Mesotrione","34.47"
"Thiamethoxam","12.06"
"Paraquat (Metyl Viologen)","100.96"
"Diquat","100.05"
"Thiamethoxam","12.04"
"Paraquat (Metyl Viologen)","100.57"
"Thiamethoxam","99.68"
"Diquat","100.28"
"Atrazine","155.57"
"Paraquat (Metyl Viologen)","25.91"
"N-Methyl-2-pyrrolidone","20.06"
"Diquat","25.04"
"Thiamethoxam","119.79"
"Metolachlor","100.12"
"Paraquat (Metyl Viologen)","112.3"
"Emamectin benzoate","70.91"
"Paraquat (Metyl Viologen)","103.88"
"Paraquat (Metyl Viologen)","103.49"
"Metolachlor","99.82"
"Paraquat (Metyl Viologen)","51.84"
"DPGDB","43.01"
"Paraquat (Metyl Viologen)","102.58"
"Difenoconazole","20.6"
"Glyphosate","192.72"
"Propiconazole","39.35"
"Thiamethoxam","12.02"
"Diquat","100.08"
"Thiamethoxam","19.8"
"Thiamethoxam","24.01"
"Thiamethoxam","12.01"
"Tri-iso-octyl Phosphate（TOP）","120"
"DPGDB","64.54"
"Lufenuron","31.22"
"Diquat","24.98"
"Atrazine","181.08"
"Fomesafen","77.6"
"Paraquat (Metyl Viologen)","73.17"
"Difenoconazole","20.6"
"Thiamethoxam","20.08"
"Paraquat (Metyl Viologen)","103.81"
"Cyproconazole","15.19"
"Propiconazole","39.35"
"DPGDB","64.54"
"Azoxystrobin","7.86"
"Thiamethoxam","79.46"
"Cyhalothrin","46.74"
"Paraquat (Metyl Viologen)","75.84"
"Diquat","74.96"
"Paraquat (Metyl Viologen)","96.82"
"Cyproconazole","14.25"
"Diquat","100.06"
"Paraquat (Metyl Viologen)","84.78"
"Difenoconazole","72.85"
"Paraquat (Metyl Viologen)","98.95"
"Cyproconazole","7.12"
"Propiconazole","39.35"
"Diquat","100.09"
"Diquat","99.93"
"Cyproconazole","14.26"
"Paraquat (Metyl Viologen)","73.59"
"Cyproconazole","3.56"
"Diquat","99.91"
"Benzovindiflupyr ","8.63"
"Paraquat (Metyl Viologen)","102.49"
"Paraquat (Metyl Viologen)","103.44"
"Chlorantraniliprole","97.46"
"Tetrahydrofurfuryl alcohol","119.55"
"Cyantraniliprole","58.99"
"Chlorothalonil","95.76"
"Profenofos","57.96"
"Cyproconazole","113.68"
"Chlorothalonil","54.72"
"Chlorothalonil","95.76"
"Tri-iso-octyl Phosphate（TOP）","140"
"Glyphosate","192.72"
"Tri-iso-octyl Phosphate（TOP）","120"
"Cyproconazole","114.74"
"Atrazine","181.08"
"Thiamethoxam","36.9"
"Benzovindiflupyr ","116.93"
"Azoxystrobin","63.34"
"Emamectin benzoate","70.91"
"DPGDB","64.56"
"N-Methyl-2-pyrrolidone","19.98"
"Paraquat (Metyl Viologen)","112.26"
"Chlorothalonil","80.1"
"DPGDB","43.03"
"Profenofos","38.64"
"Difenoconazole","20.6"
"Atrazine","181.08"
"Diafenthiuron","20.14"
"Difenoconazole","20.6"
"Profenofos","38.64"
"DPGDB","64.59"
"Difenoconazole","72.85"
"Paraquat (Metyl Viologen)","92.76"
"Diquat","100"
"Paraquat (Metyl Viologen)","97.23"
"Paraquat (Metyl Viologen)","99.13"
"Difenoconazole","20.81"
"Propiconazole","39.35"
"Diquat","99.86"
"Fludioxonil","11.62"
"Tetrahydrofurfuryl alcohol","119.54"
"Azoxystrobin","15.82"
"Metolachlor","99.82"
"Azoxystrobin","15.76"
"Metalaxyl","1.97"
"Pirimiphos-methyl","12.59"
"Azoxystrobin","31.63"
"Azoxystrobin","116.93"
"Paraquat (Metyl Viologen)","107.74"
"Paraquat (Metyl Viologen)","112.02"
"Paraquat (Metyl Viologen)","22.48"
"Paraquat (Metyl Viologen)","112.02"
"Glyphosate","192.84"
"Diafenthiuron","30.21"
"Thiamethoxam","36.08"
"Atrazine","181.08"
"Glyphosate","192.72"
"Glyphosate","192.84"
"Paraquat (Metyl Viologen)","112.44"
"DPGDB","43.05"
"Glyphosate","192.72"
"Paraquat (Metyl Viologen)","112.2"
"Paraquat (Metyl Viologen)","107.42"
"DPGDB","64.58"
"Glyphosate","192.72"
"Paraquat (Metyl Viologen)","107.22"
"DPGDB","42.95"
"Paraquat (Metyl Viologen)","112.04"
"Emamectin benzoate","70.91"
"Glyphosate","192.72"
"Chlorothalonil","95.76"
"Glyphosate","192.72"
"Atrazine","181.08"
"Chlorothalonil","95.76"
"Chlorothalonil","95.76"
"Diafenthiuron","20.14"
"Pyridine","11.37"
"Tetrahydrofurfuryl alcohol","19.98"
"Thiabendazole","26.81"
"Azoxystrobin","47.42"
"Benzovindiflupyr ","116.93"
"Thiamethoxam","23.79"
"Tetrahydrofurfuryl alcohol","119.5"
"Thiamethoxam","39.86"
"DPGDB","43.04"
"Thiamethoxam","39.67"
"DPGDB","42.46"
"Azoxystrobin","42.42"
"Diquat","99.99"
"Atrazine","181.08"
"Chlorothalonil","95.76"
"Cyhalothrin","23.18"
"Chlorothalonil","95.76"
"Difenoconazole","52.03"
"Diquat","100.02"
"Atrazine","54.32"
"Mesotrione","34.47"
"Mesotrione","51.71"
"Glyphosate","192.72"
"Diafenthiuron","20.14"
"Benzovindiflupyr ","16.9"
"Mandipropamid","4.5"
"Difenoconazole","72.85"
"Diquat","99.85"
"Glyphosate","192.72"
"Atrazine","181.08"
"Glyphosate","192.84"
"Paraquat (Metyl Viologen)","99.79"
"Cyhalothrin","48.86"
"Cyhalothrin","46.28"
"Diquat","100.07"
"Cyhalothrin","48.5"
"Paraquat (Metyl Viologen)","25.27"
"Paraquat (Metyl Viologen)","100.41"
"Diquat","100.08"
"Glyphosate","160.7"
"Tetrahydrofurfuryl alcohol","40.08"
"Cyhalothrin","8.78"
"Cyhalothrin","48.38"
"Chlorantraniliprole","48.76"
"Benzovindiflupyr ","116.93"
"Chlorantraniliprole","73.1"
"Cyhalothrin","48.58"
"Cyhalothrin","49.14"
"Cyproconazole","45.99"
"Benzovindiflupyr ","116.93"
"Chlorantraniliprole","97.48"
"Thiamethoxam","79.12"
"Chlorothalonil","80.1"
"DPGDB","64.6"
"Emamectin benzoate","16.75"
"Emamectin benzoate","67"
"DPGDB","64.52"
"DPGDB","43.08"
"Thiamethoxam","119.32"
"Chlorothalonil","14.3"
"Tetronic R","17.62"
"N-Methyl-2-pyrrolidone","20.01"
"Thiamethoxam","24.06"
"Abamectin","16.94"
"Glyphosate","112.42"
"Atrazine","181.08"
"Diquat","100.02"
"Diquat","99.98"
"Cyhalothrin","49.06"
"Cyhalothrin","49.1"
"Diquat","100.19"
"Diafenthiuron","20.14"
"Benzovindiflupyr ","16.9"
"Glyphosate","192.84"
"Paraquat (Metyl Viologen)","103.78"
"Diquat","100.11"
"Cyhalothrin","49.28"
"Glyphosate","192.84"
"Paraquat (Metyl Viologen)","25.94"
"Glyphosate","192.72"
"Paraquat (Metyl Viologen)","25.87"
"Paraquat (Metyl Viologen)","101.31"
"Cyhalothrin","49.32"
"Cyproconazole","114.2"
"Paraquat (Metyl Viologen)","94.01"
"Paraquat (Metyl Viologen)","103.8"
"Cyproconazole","15.19"
"Paraquat (Metyl Viologen)","67.56"
"Paraquat (Metyl Viologen)","102.71"
"Glyphosate","192.72"
"Metolachlor","25.03"
"Atrazine","181.08"
"Diquat","99.99"
"Mesotrione","17.6"
"Glyphosate","192.72"
"Glyphosate","192.84"
"Metolachlor","49.76"
"Paraquat (Metyl Viologen)","112.44"
"Diquat","100.37"
"Atrazine","41.24"
"Chlorantraniliprole","122.54"
"Atrazine","164.94"
"Tetrahydrofurfuryl alcohol","20.04"
"Atrazine","20.62"
"Atrazine","20.62"
"Thiamethoxam","47.58"
"Chlorantraniliprole","24.4"
"Cyhalothrin","49.02"
"Cyhalothrin","49.08"
"Azoxystrobin","3.95"
"Fomesafen","19.4"
"Cyhalothrin","49.44"
"Cyproconazole","69.73"
"Thiabendazole","11.84"
"Diuron","67.44"
"Tri-iso-octyl Phosphate（TOP）","100"
"Fomesafen","58.2"
"Mesotrione","17.6"
"Dimethoate","22"
"Mesotrione","17.6"
"Atrazine","181.08"
"Glyphosate","192.72"
"Glyphosate","80.3"
"Thiamethoxam","19.99"
"Paraquat (Metyl Viologen)","111.86"
"Glyphosate","192.84"
"Paraquat (Metyl Viologen)","42.7"
"Paraquat (Metyl Viologen)","111.98"
"Thiamethoxam","118.72"
"Thiamethoxam","19.69"
"Glyphosate","192.84"
"Cyhalothrin","20.96"
"Cyhalothrin","20.78"
"Paraquat (Metyl Viologen)","109.92"
"Glyphosate","192.72"
"Glyphosate","80.3"
"DPGDB","64.55"
"Thiamethoxam","118.81"
"Thiamethoxam","118.57"
"Emamectin benzoate","70.91"
"Cyhalothrin","83.41"
"Paraquat (Metyl Viologen)","112.48"
"Thiamethoxam","35.72"
"Thiamethoxam","19.78"
"Paraquat (Metyl Viologen)","56.88"
"Brodifacoum","2.09"
"Glyphosate","192.72"
"Atrazine","181.08"
"Mesotrione","17.6"
"Thiamethoxam","119.13"
"Lufenuron","20.81"
"Paraquat (Metyl Viologen)","103.36"
"Diquat","99.9"
"Fluazifop-p-butyl","48.8"
"Cyproconazole","68.98"
"Diquat","100.39"
"Paraquat (Metyl Viologen)","98.47"
"Diquat","100.07"
"Paraquat (Metyl Viologen)","103.03"
"Cyproconazole","115.09"
"Paraquat (Metyl Viologen)","103.4"
"Chlorothalonil","42.91"
"Diquat","100.05"
"Cyhalothrin","23.26"
"Cyhalothrin","49.3"
"Cyhalothrin","49.16"
"Paraquat (Metyl Viologen)","99.69"
"Diquat","99.9"
"Paraquat (Metyl Viologen)","24.29"
"Paraquat (Metyl Viologen)","102.63"
"Paraquat (Metyl Viologen)","103.44"
"Paraquat (Metyl Viologen)","77.62"
"Diquat","24.89"
"Propiconazole","39.35"
"Metalaxyl","9.84"
"Paraquat (Metyl Viologen)","25.89"
"Cyhalothrin","48.08"
"Paraquat (Metyl Viologen)","103.37"
"Cyhalothrin","46.96"
"Diquat","100.05"
"Paraquat (Metyl Viologen)","98.95"
"Thiamethoxam","49.2"
"Thiamethoxam","12.3"
"Chlorantraniliprole","97.54"
"Atrazine","164.94"
"Atrazine","164.94"
"Atrazine","103.09"
"Atrazine","164.94"
"Atrazine","164.94"
"Cyantraniliprole","13.06"
"Tetrahydrofurfuryl alcohol","79.91"
"Atrazine","123.71"
"Cyproconazole","114.27"
"Paraquat (Metyl Viologen)","94.8"
"Paraquat (Metyl Viologen)","94.8"
"Glyphosate","192.84"
"Paraquat (Metyl Viologen)","94.8"
"Paraquat (Metyl Viologen)","37.92"
"Glyphosate","192.72"
"Paraquat (Metyl Viologen)","94.8"
"Difenoconazole","20.6"
"Cyhalothrin","49.26"
"Paraquat (Metyl Viologen)","94.8"
"Thiabendazole","9.45"
"Glyphosate","192.84"
"Azoxystrobin","114.83"
"Glyphosate","192.72"
"Cyhalothrin","24.68"
"Atrazine","181.08"
"Cyhalothrin","49.38"
"Metolachlor","49.76"
"Emamectin benzoate","67"
"Metolachlor","25.03"
"Metolachlor","25.03"
"Cyproconazole","7.6"
"Benzovindiflupyr ","16.83"
"Metolachlor","25.03"
"Difenoconazole","10.41"
"Cyhalothrin","70.14"
"Cyproconazole","15.18"
"Cyhalothrin","49.38"
"Lufenuron","10.41"
"Metolachlor","74.49"
"Metolachlor","100.12"
"Cyhalothrin","23.4"
"Benzovindiflupyr ","16.96"
"Atrazine","181.08"
"Mesotrione","17.6"
"Mesotrione","17.6"
"Atrazine","181.08"
"Tri-iso-octyl Phosphate（TOP）","120"
"Paraquat (Metyl Viologen)","44.96"
"Tri-iso-octyl Phosphate（TOP）","120"
"Tri-iso-octyl Phosphate（TOP）","120"
"Metolachlor","64.39"
"Atrazine","144.33"
"Tetrahydrofurfuryl alcohol","19.99"
"Atrazine","123.71"
"Atrazine","144.33"
"Atrazine","164.94"
"Atrazine","164.94"
"Atrazine","164.94"
"Atrazine","164.94"
"Cyhalothrin","48.8"
"Azoxystrobin","68.71"
"Clodinafop - Propargyl","24.4"
"Cyhalothrin","17.57"
"Cyhalothrin","48.26"
"Thiabendazole","5.96"
"Metolachlor","100.13"
"Thiamethoxam","120.05"
"Thiamethoxam","39.55"
"Atrazine","164.94"
"Emamectin benzoate","11.82"
"Cyhalothrin","41.64"
"Atrazine","164.94"
"Thiamethoxam","99.81"
"Emamectin benzoate","70.03"
"Thiamethoxam","39.97"
"Atrazine","164.94"
"Thiamethoxam","35.72"
"Tetronic acid","20.14"
"Cyhalothrin","120.04"
"Thiamethoxam","19.73"
"Cyhalothrin","21.1"
"Thiamethoxam","100.29"
"Cyhalothrin","20.77"
"Chlorothalonil","95.76"
"Glyphosate","192.72"
"Atrazine","72.43"
"Chlorothalonil","54.72"
"Atrazine","181.08"
"Fomesafen","58.2"
"Fomesafen","58.2"
"Chlorothalonil","95.76"
"Glyphosate","80.3"
"Paraquat (Metyl Viologen)","67.38"
"Glyphosate","192.72"
"Difenoconazole","20.6"
"Chlorothalonil","41.04"
"Metolachlor","100.13"
"Metolachlor","100.13"
"Paraquat (Metyl Viologen)","21.33"
"Cyproconazole","7.6"
"Paraquat (Metyl Viologen)","103.48"
"Ametryn","51.66"
"Difenoconazole","72.85"
"Metolachlor","100.12"
"Paraquat (Metyl Viologen)","97.64"
"Metolachlor","99.82"
"Metolachlor","25.03"
"Cyhalothrin","47.44"
"Propiconazole","39.35"
"Paraquat (Metyl Viologen)","84.87"
"Benzovindiflupyr ","8.54"
"Cyproconazole","15.21"
"Cyhalothrin","49.3"
"Metolachlor","100.12"
"Cyhalothrin","47.5"
"Lufenuron","20.81"
"Atrazine","41.24"
"Thiamethoxam","27.67"
"Atrazine","164.94"
"Thiamethoxam","9.23"
"Tetrahydrofurfuryl alcohol","39.96"
"Atrazine","20.62"
"Atrazine","20.62"
"Atrazine","164.94"
"Cyantraniliprole","26.12"
"Thiamethoxam","49.2"
"Cyhalothrin","49.3"
"Azoxystrobin","69.03"
"Metolachlor","99.82"
"Cyhalothrin","48.86"
"Difenoconazole","30.9"
"Difenoconazole","41.2"
"Atrazine","181.08"
"Paraquat (Metyl Viologen)","94.8"
"Atrazine","181.08"
"Glyphosate","192.72"
"Thiamethoxam","47.62"
"Glyphosate","192.72"
"Emamectin benzoate","59"
"Glyphosate","192.72"
"Emamectin benzoate","59.1"
"Chlorothalonil","95.76"
"Chlorothalonil","95.76"
"Tri-iso-octyl Phosphate（TOP）","120"
"Tri-iso-octyl Phosphate（TOP）","100"
"Glyphosate","192.72"
"Glyphosate","192.72"
"Diquat","75.16"
"Metolachlor","25.03"
"Paraquat (Metyl Viologen)","25.86"
"Metolachlor","25.03"
"Cyhalothrin","48.12"
"Cyproconazole","4.94"
"Cyhalothrin","70.68"
"Metolachlor","50.07"
"Mesotrione","17.24"
"Paraquat (Metyl Viologen)","103.45"
"Cyhalothrin","24"
"Cyhalothrin","48.76"
"Azoxystrobin","15.74"
"Metolachlor","75.11"
"Propiconazole","39.35"
"Metolachlor","75.09"
"Metolachlor","25.03"
"Metalaxyl","5.9"
"Diquat","50.1"
"Metolachlor","75.08"
"Cyhalothrin","49.06"
"Azoxystrobin","61.83"
"Azoxystrobin","138.6"
"Clodinafop - Propargyl","24.4"
"Azoxystrobin","63.2"
"Azoxystrobin","67.78"
"Cyhalothrin","41.9"
"Atrazine","164.94"
"Thiamethoxam","59.87"
"Emamectin benzoate","47.28"
"Thiamethoxam","11.99"
"Thiamethoxam","39.63"
"Paraquat (Metyl Viologen)","151.68"
"Thiamethoxam","12.04"
"Atrazine","181.08"
"Thiamethoxam","47.62"
"Difenoconazole","41.2"
"Glyphosate","192.72"
"Difenoconazole","30.9"
"Paraquat (Metyl Viologen)","189.6"
"Thiamethoxam","79.26"
"Thiamethoxam","79.3"
"Mesotrione","17.6"
"Glyphosate","192.84"
"Glyphosate","192.84"
"Paraquat (Metyl Viologen)","94.8"
"Glyphosate","48.21"
"Fomesafen","77.6"
"Glyphosate","192.84"
"Paraquat (Metyl Viologen)","94.8"
"Paraquat (Metyl Viologen)","94.8"
"Atrazine","181.08"
"Glyphosate","192.84"
"Cyproconazole","3.04"
"Fludioxonil","3.74"
"Mesotrione","17.24"
"Metolachlor","50.06"
"Metolachlor","50.06"
"Metolachlor","25.04"
"Mesotrione","17.24"
"Cyproconazole","7.62"
"Difenoconazole","72.85"
"Cyhalothrin","48.18"
"Metolachlor","50.06"
"Cyhalothrin","48.04"
"Lufenuron","11.45"
"Metolachlor","74.49"
"Cyhalothrin","48.76"
"Lufenuron","20.81"
"Difenoconazole","10.41"
"Mesotrione","17.24"
"Cyhalothrin","46.34"
"Cyproconazole","12.55"
"Metolachlor","25.03"
"Metolachlor","99.83"
"Cyhalothrin","48.16"
"Diuron","151.74"
"Thiamethoxam","12.3"
"Thiamethoxam","49.2"
"Thiamethoxam","8.2"
"Atrazine","164.94"
"Cypermethrin","1.63"
"Azoxystrobin","184.01"
"Azoxystrobin","93.32"
"Thiamethoxam","48.56"
"Thiamethoxam","48.24"
"Cyhalothrin","4.32"
"Azoxystrobin","15.75"
"Thiamethoxam","48.14"
"Atrazine","164.94"
"Paraquat (Metyl Viologen)","94.8"
"Atrazine","164.94"
"Metolachlor","100.13"
"Cyproconazole","30.41"
"Atrazine","164.94"
"Metolachlor","74.5"
"Glyphosate","192.72"
"Paraquat (Metyl Viologen)","94.8"
"Paraquat (Metyl Viologen)","94.8"
"Thiamethoxam","99.06"
"Metolachlor","99.83"
"Profenofos","57.96"
"Atrazine","20.62"
"Brodifacoum","6.79"
"Mesotrione","17.24"
"Metolachlor","24.73"
"Trinexapac-ethyl","19.68"
"Cyhalothrin","48.08"
"Metolachlor","130.65"
"Thiamethoxam","97.75"
"Difenoconazole","20.6"
"Atrazine","181.08"
"Mesotrione","17.24"
"Atrazine","123.71"
"Cyproconazole","15.22"
"Cyhalothrin","48.42"
"Atrazine","164.94"
"Diquat","50.01"
"Thiamethoxam","39.83"
"Thiamethoxam","47.62"
"Paraquat (Metyl Viologen)","94.8"
"Mesotrione","17.24"
"Metolachlor","99.83"
"Metolachlor","100.13"
"Profenofos","67.62"
"Thiamethoxam","79.44"
"Glyphosate","192.72"
"Atrazine","164.94"
"Cyproconazole","15.21"
"Paraquat (Metyl Viologen)","94.8"
"Tri-iso-octyl Phosphate（TOP）","100"
"Fomesafen","19.4"
"Paraquat (Metyl Viologen)","94.8"
"Paraquat (Metyl Viologen)","94.8"
"Paraquat (Metyl Viologen)","94.8"
"Tri-iso-octyl Phosphate（TOP）","60"
"Paraquat (Metyl Viologen)","94.8"
"Tri-iso-octyl Phosphate（TOP）","100"
"Atrazine","181.08"
"Paraquat (Metyl Viologen)","18.96"
"Cyantraniliprole","90.11"
"Pirimiphos-methyl","12.59"
"Glyphosate","192.72"
"Chlorothalonil","82.08"
"Paraquat (Metyl Viologen)","94.8"
"Atrazine","90.15"
"Azoxystrobin","137.86"
"Glyphosate","192.72"
"Paraquat (Metyl Viologen)","94.8"
"Glyphosate","192.72"
"Azoxystrobin","92.52"
"Pirimiphos-methyl","12.48"
"Atrazine","90.6"
"Paraquat (Metyl Viologen)","94.8"
"Dispersant","15.48"
"Azoxystrobin","31.63"
"Glyphosate","192.72"
"Cyhalothrin","24.3"
"Atrazine","164.94"
"Atrazine","144.33"
"Emamectin benzoate","35.46"
"Emamectin benzoate","21.27"
"Thiamethoxam","24.02"
"Tri-iso-octyl Phosphate（TOP）","120"
"Tri-iso-octyl Phosphate（TOP）","40"
"Fomesafen","77.6"
"Glyphosate","192.84"
"Tri-iso-octyl Phosphate（TOP）","120"
"Metolachlor","99.82"
"Paraquat (Metyl Viologen)","103.85"
"Propiconazole","39.35"
"Metolachlor","99.52"
"Metolachlor","99.52"
"Metolachlor","99.83"
"Metolachlor","99.52"
"Metolachlor","99.52"
"Metolachlor","99.23"
"Metolachlor","99.82"
"Metolachlor","99.52"
"Metolachlor","99.83"
"Mesotrione","17.24"
"Metolachlor","100.13"
"Metolachlor","99.22"
"Metolachlor","100.12"
"Metolachlor","25.03"
"Difenoconazole","62.44"
"Metalaxyl","3.93"
"Metolachlor","50.07"
"Fludioxonil","12.05"
"Metolachlor","37.33"
"Chlorantraniliprole","97.57"
"Emamectin benzoate","59.1"
"Emamectin benzoate","62.79"
"Azoxystrobin","114.69"
"Chlorothalonil","20.36"
"Chlorothalonil","27.36"
"Profenofos","57.96"
"Paraquat (Metyl Viologen)","109.96"
"Paraquat (Metyl Viologen)","44.9"
"Chlorothalonil","41.04"
"Glyphosate","48.21"
"Paraquat (Metyl Viologen)","112.18"
"Chlorothalonil","54.72"
"Chlorothalonil","68.4"
"Glyphosate","192.72"
